# ROUTE STEPS -- pipe-separated. Columns:
#   route_id | step | name | reactants | products | conditions | reaction_class
# reactants/products: compound ids from data/catalog/compounds/, joined with " + ".
# A species that appears on BOTH sides of one step is a catalyst for that step.
# reaction_class is the transformation family; tools/build_catalog.py compares the
# distinct classes here against the templates in src/chemsim/reactions/library.py.
nylon6-route | 4 | ring-opening polymerisation | caprolactam + water | nylon-6-unit | 530 K, hydrolytic ROP | ring-opening-polymerisation
acrylonitrile-sohio | 1 | propylene ammoxidation | propylene + ammonia + oxygen | acrylonitrile + water | 720 K, Bi-Mo oxide, fluid bed | ammoxidation
acrylonitrile-sohio | 2 | acetonitrile byproduct | propylene + ammonia + oxygen | acetonitrile + carbon-dioxide + water | same reactor | ammoxidation
acrylonitrile-sohio | 3 | HCN byproduct | propylene + ammonia + oxygen | hydrogen-cyanide + water | same reactor | ammoxidation
adiponitrile-route | 1 | electrohydrodimerisation | acrylonitrile + water | adiponitrile + oxygen | cathode, aqueous emulsion | electro-organic-coupling
vinyl-chloride-route | 1 | direct chlorination | ethylene + chlorine + iron-iii-chloride | 1,2-dichloroethane + iron-iii-chloride | 340 K, liquid phase | halogen-addition
vinyl-chloride-route | 2 | oxychlorination | ethylene + hydrogen-chloride + oxygen + copper-ii-ion | 1,2-dichloroethane + water + copper-ii-ion | 520 K, CuCl2 on alumina | oxychlorination
vinyl-chloride-route | 3 | EDC cracking | 1,2-dichloroethane | vinyl-chloride + hydrogen-chloride | 770 K, tube furnace | dehydrohalogenation
vinyl-chloride-route | 4 | suspension polymerisation | vinyl-chloride + benzoyl-peroxide | pvc-unit | 330 K, 10 bar, water suspension | radical-polymerisation
styrene-route | 1 | benzene alkylation | benzene + ethylene + aluminium-chloride | ethylbenzene + aluminium-chloride | 400 K, Lewis acid or zeolite | friedel-crafts-alkylation
styrene-route | 2 | dehydrogenation | ethylbenzene + iron-iii-oxide | styrene + hydrogen + iron-iii-oxide | 900 K, steam diluted, Fe2O3-K | catalytic-dehydrogenation
styrene-route | 3 | bulk polymerisation | styrene + benzoyl-peroxide | polystyrene-unit | 400 K, thermal or radical | radical-polymerisation
polyethylene-route | 1 | high-pressure radical route | ethylene + oxygen | polyethylene-unit | 570 K, 2000 bar, LDPE | radical-polymerisation
polyethylene-route | 2 | Ziegler-Natta route | ethylene + titanium-tetrachloride + triethylaluminium | polyethylene-unit + titanium-tetrachloride + triethylaluminium | 350 K, 10 bar, HDPE | coordination-polymerisation
mma-ach | 1 | cyanohydrin formation | acetone + hydrogen-cyanide | acetone-cyanohydrin | base catalysed, 290 K | cyanohydrin-formation
mma-ach | 2 | amide and dehydration | acetone-cyanohydrin + sulfuric-acid | methacrylamide-sulfate | 410 K, conc H2SO4 | ritter-type-hydration
mma-ach | 3 | esterification | methacrylamide-sulfate + methanol | methyl-methacrylate + ammonium-bisulfate | 400 K | esterification
mma-ach | 4 | polymerisation | methyl-methacrylate + benzoyl-peroxide | pmma-unit | 340 K, cast sheet | radical-polymerisation
bisphenol-a-route | 1 | condensation | phenol + acetone + hydrogen-chloride | bisphenol-a + water + hydrogen-chloride | 340 K, HCl or ion-exchange resin | friedel-crafts-hydroxyalkylation
bisphenol-a-route | 2 | interfacial phosgenation | bisphenol-a + phosgene + sodium-hydroxide | polycarbonate-unit + sodium-chloride + water | DCM/water interface, 300 K | interfacial-polycondensation
epoxy-route | 1 | allyl chloride from propylene | propylene + chlorine | allyl-chloride + hydrogen-chloride | 770 K, high temperature | allylic-chlorination
epoxy-route | 2 | chlorohydrination | allyl-chloride + chlorine + water | 1,3-dichloro-2-propanol + hydrogen-chloride | aqueous, 310 K | halohydrin-formation
epoxy-route | 3 | ring closure | 1,3-dichloro-2-propanol + calcium-hydroxide | epichlorohydrin + calcium-chloride + water | lime, 370 K | intramolecular-williamson
epoxy-route | 4 | resin formation | bisphenol-a + epichlorohydrin + sodium-hydroxide | diglycidyl-ether-bpa + sodium-chloride + water | 350 K | williamson-ether-synthesis
polyurethane-route | 1 | toluene dinitration | toluene + nitric-acid + sulfuric-acid | 2,4-dinitrotoluene + water + sulfuric-acid | mixed acid, two stages | electrophilic-aromatic-nitration
polyurethane-route | 2 | hydrogenation to the diamine | 2,4-dinitrotoluene + hydrogen + nickel | toluenediamine + water + nickel | 370 K, 30 bar | nitro-hydrogenation
polyurethane-route | 3 | phosgenation | toluenediamine + phosgene | toluene-diisocyanate + hydrogen-chloride | 370 K, chlorobenzene solvent | phosgenation
polyurethane-route | 4 | foam formation | toluene-diisocyanate + polypropylene-glycol-unit + water | polyurethane-unit + carbon-dioxide | ambient, amine and tin catalysts | polyaddition
mdi-route | 1 | aniline-formaldehyde condensation | aniline + formaldehyde + hydrogen-chloride | methylenedianiline + water + hydrogen-chloride | 370 K, HCl | condensation
mdi-route | 2 | phosgenation | methylenedianiline + phosgene | mdi + hydrogen-chloride | 370 K, chlorobenzene | phosgenation
urea-formaldehyde-route | 1 | methylolation | urea + formaldehyde | monomethylolurea | pH 8, 330 K | nucleophilic-addition
urea-formaldehyde-route | 2 | acid cure | monomethylolurea | urea-formaldehyde-unit + water | pH 4, 380 K, press | polycondensation
melamine-route | 1 | urea pyrolysis | urea | cyanic-acid + ammonia | 620 K | urea-deammoniation
melamine-route | 2 | trimerisation | cyanic-acid | melamine + carbon-dioxide | 670 K, 80 bar | trimerisation
silicone-route | 1 | direct process | chloromethane + silicon + copper | dichlorodimethylsilane + copper | 570 K, Cu catalyst, fluid bed | direct-process
silicone-route | 2 | hydrolysis | dichlorodimethylsilane + water | polydimethylsiloxane-unit + hydrogen-chloride | aqueous, ambient | hydrolysis-condensation
silicone-route | 3 | cyclic equilibration | polydimethylsiloxane-unit | octamethylcyclotetrasiloxane | 420 K, KOH, vacuum strip | equilibration
neoprene-route | 1 | acetylene dimerisation | acetylene + copper-i-oxide | vinylacetylene + copper-i-oxide | 350 K, Nieuwland catalyst | alkyne-dimerisation
neoprene-route | 2 | HCl addition | vinylacetylene + hydrogen-chloride + copper-i-oxide | chloroprene + copper-i-oxide | 320 K | hydrohalogenation
neoprene-route | 3 | emulsion polymerisation | chloroprene + potassium-persulfate | polychloroprene-unit | 310 K, aqueous emulsion | radical-polymerisation
buna-rubber | 1 | Lebedev butadiene from ethanol | ethanol + magnesium-oxide | 1,3-butadiene + hydrogen + water + magnesium-oxide | 700 K, MgO-SiO2 | dehydration-dehydrogenation
buna-rubber | 2 | copolymerisation | 1,3-butadiene + styrene + potassium-persulfate | sbr-marker | 280 K, cold emulsion | radical-copolymerisation
vulcanisation | 1 | sulfur crosslinking | polyisoprene-unit + sulfur-s8 + zinc-oxide | vulcanised-rubber-marker + zinc-oxide | 420 K, press, accelerator | crosslinking
viscose-route | 1 | alkali cellulose | cellulose-unit + sodium-hydroxide | alkali-cellulose-marker + water | steeping, 320 K | polysaccharide-alkoxide
viscose-route | 2 | xanthation | alkali-cellulose-marker + carbon-disulfide | viscose-marker | churn, 300 K | xanthation
viscose-route | 3 | spinning and regeneration | viscose-marker + sulfuric-acid | cellulose-unit + carbon-disulfide + sodium-sulfate | acid spin bath | regeneration
celluloid-route | 1 | plasticisation | nitrocellulose-unit + camphor + ethanol | celluloid-marker + ethanol | mill and press, 350 K | formulation
oxo-process | 1 | hydroformylation | propylene + carbon-monoxide + hydrogen + cobalt | butyraldehyde + cobalt | 420 K, 200 bar, HCo(CO)4 | hydroformylation
oxo-process | 2 | branched isomer | propylene + carbon-monoxide + hydrogen + cobalt | isobutyraldehyde + cobalt | same reactor, n:iso selectivity | hydroformylation
2-ethylhexanol-route | 1 | aldol condensation | butyraldehyde + sodium-hydroxide | 2-ethylhexenal + water + sodium-hydroxide | 400 K, dilute caustic | aldol-condensation
2-ethylhexanol-route | 2 | hydrogenation | 2-ethylhexenal + hydrogen + nickel | 2-ethylhexanol + nickel | 420 K, 50 bar | enal-hydrogenation
dop-route | 1 | double esterification | phthalic-anhydride + 2-ethylhexanol + p-toluenesulfonic-acid | dioctyl-phthalate + water + p-toluenesulfonic-acid | 480 K, azeotropic water removal | esterification
phthalic-anhydride-route | 1 | o-xylene air oxidation | o-xylene + oxygen + vanadium-pentoxide | phthalic-anhydride + water + vanadium-pentoxide | 650 K, V2O5, fluid bed | catalytic-air-oxidation
phthalic-anhydride-route | 2 | naphthalene route | naphthalene + oxygen + vanadium-pentoxide | phthalic-anhydride + carbon-dioxide + water + vanadium-pentoxide | 650 K, the older feed | catalytic-air-oxidation
maleic-anhydride-route | 1 | butane oxidation | butane + oxygen + vanadium-pentoxide | maleic-anhydride + water + vanadium-pentoxide | 700 K, VPO catalyst | catalytic-air-oxidation
soap-saponification | 1 | triglyceride saponification | tristearin + sodium-hydroxide | sodium-stearate + glycerol | 370 K, boiling with lye | saponification
soap-saponification | 2 | graining out | sodium-stearate + sodium-chloride + water | sodium-stearate + water | salting out, phase split | salting-out
biodiesel-route | 1 | transesterification | triolein + methanol + sodium-methoxide | methyl-oleate + glycerol + sodium-methoxide | 330 K, 1% NaOMe | transesterification
hydrogenation-margarine | 1 | fat hardening | triolein + hydrogen + nickel | tristearin + nickel | 450 K, 3 bar, Ni | alkene-hydrogenation
hydrogenation-margarine | 2 | trans isomer byproduct | oleic-acid + hydrogen + nickel | elaidic-acid + nickel | partial hydrogenation isomerises | isomerisation
glycerol-epichlorohydrin | 1 | hydrochlorination | glycerol + hydrogen-chloride + acetic-acid | 1,3-dichloro-2-propanol + water + acetic-acid | 380 K, carboxylic acid catalyst | nucleophilic-substitution
glycerol-epichlorohydrin | 2 | ring closure | 1,3-dichloro-2-propanol + sodium-hydroxide | epichlorohydrin + sodium-chloride + water | caustic, 340 K | intramolecular-williamson
ethanol-fermentation | 1 | sucrose inversion | sucrose + water | glucose + fructose | invertase or acid | glycoside-hydrolysis
ethanol-fermentation | 2 | glycolysis to pyruvate | glucose | pyruvic-acid + water | yeast, anaerobic | glycolysis
ethanol-fermentation | 3 | decarboxylation | pyruvic-acid | acetaldehyde + carbon-dioxide | pyruvate decarboxylase | decarboxylation
ethanol-fermentation | 4 | reduction to ethanol | acetaldehyde | ethanol | alcohol dehydrogenase, NADH | biological-reduction
ethanol-fermentation | 5 | fusel oil byproducts | isoleucine | isoamyl-alcohol + carbon-dioxide + ammonia | Ehrlich pathway | biological-transformation
ethanol-hydration | 1 | acid-catalysed hydration | ethylene + water + phosphoric-acid | ethanol + phosphoric-acid | 570 K, 70 bar, H3PO4 on silica | alkene-hydration
ethanol-hydration | 2 | ether byproduct | ethanol + ethanol + phosphoric-acid | diethyl-ether + water + phosphoric-acid | same reactor, 410 K | ether-condensation
abe-fermentation | 1 | clostridial fermentation | glucose | acetone + 1-butanol + ethanol + carbon-dioxide + hydrogen | Clostridium acetobutylicum, 310 K | fermentation
citric-acid-fermentation | 1 | mould fermentation | sucrose + oxygen | citric-acid + water | Aspergillus niger, pH 2, 300 K | fermentation
citric-acid-fermentation | 2 | recovery as the calcium salt | citric-acid + calcium-hydroxide | calcium-citrate + water | lime precipitation | precipitation
citric-acid-fermentation | 3 | acidification | calcium-citrate + sulfuric-acid | citric-acid + calcium-sulfate | filter off gypsum | acid-displacement-precipitating
lactic-acid-pla | 1 | lactic fermentation | glucose | lactic-acid | Lactobacillus, 320 K | fermentation
lactic-acid-pla | 2 | oligomerisation | lactic-acid | lactic-oligomer-marker + water | 470 K, vacuum | polycondensation
lactic-acid-pla | 3 | depolymerisation to lactide | lactic-oligomer-marker + tin-iv-chloride | lactide + tin-iv-chloride | 500 K, vacuum, Sn octoate | depolymerisation
lactic-acid-pla | 4 | ring-opening polymerisation | lactide + tin-iv-chloride | pla-unit + tin-iv-chloride | 460 K, melt ROP | ring-opening-polymerisation
msg-route | 1 | glutamate fermentation | glucose + ammonia + oxygen | glutamic-acid + carbon-dioxide + water | Corynebacterium, biotin-limited | fermentation
msg-route | 2 | neutralisation | glutamic-acid + sodium-hydroxide | monosodium-glutamate + water | pH 7 | proton-transfer
starch-hydrolysis | 1 | acid or enzymatic hydrolysis | starch-unit + water | maltose | alpha-amylase, 360 K | glycoside-hydrolysis
starch-hydrolysis | 2 | saccharification | maltose + water | glucose | glucoamylase, 330 K | glycoside-hydrolysis
starch-hydrolysis | 3 | isomerisation to HFCS | glucose | fructose | glucose isomerase, 330 K | isomerisation
invert-sugar | 1 | inversion | sucrose + water | glucose + fructose | acid or invertase | glycoside-hydrolysis
furfural-route | 1 | pentosan hydrolysis | xylose + water | xylose | dilute H2SO4, 450 K steam | hydrolysis
furfural-route | 2 | triple dehydration | xylose + sulfuric-acid | furfural + water + sulfuric-acid | 450 K, steam stripped | dehydration-cyclisation
furfural-route | 3 | decarbonylation to furan | furfural + palladium | furan + carbon-monoxide + palladium | 470 K, Pd | decarbonylation
furfural-route | 4 | hydrogenation to THF | furan + hydrogen + nickel | tetrahydrofuran + nickel | 420 K, Ni | arene-hydrogenation
hmf-route | 1 | fructose dehydration | fructose + sulfuric-acid | 5-hydroxymethylfurfural + water + sulfuric-acid | 420 K, DMSO or biphasic | dehydration-cyclisation
hmf-route | 2 | rehydration byproduct | 5-hydroxymethylfurfural + water + sulfuric-acid | levulinic-acid + formic-acid + sulfuric-acid | the side reaction that limits yield | hydration-ring-opening
vanillin-eugenol | 1 | isomerisation | eugenol + sodium-hydroxide | isoeugenol + sodium-hydroxide | 470 K, KOH | alkene-isomerisation
vanillin-eugenol | 2 | side-chain oxidation | isoeugenol + oxygen | vanillin + acetaldehyde | nitrobenzene or air, alkaline | oxidative-cleavage
vanillin-lignin | 1 | alkaline oxidation of lignin | lignin-monomer-coniferyl + oxygen + sodium-hydroxide | vanillin + water + sodium-hydroxide | 440 K, sulfite liquor, air | oxidative-cleavage
vanillin-guaiacol | 1 | glyoxylic acid condensation | guaiacol + glyoxylic-acid + sodium-hydroxide | vanillylmandelic-acid + sodium-hydroxide | 310 K, alkaline | electrophilic-hydroxyalkylation
vanillin-guaiacol | 2 | oxidative decarboxylation | vanillylmandelic-acid + oxygen | vanillin + carbon-dioxide + water | air, CuO, alkaline | oxidative-decarboxylation
camphor-route | 1 | pinene isomerisation | alpha-pinene + titanium-dioxide | camphene + titanium-dioxide | 430 K, TiO2 | skeletal-isomerisation
camphor-route | 2 | acetate addition | camphene + acetic-acid + sulfuric-acid | isobornyl-acetate + sulfuric-acid | 340 K | markovnikov-addition
camphor-route | 3 | saponification | isobornyl-acetate + sodium-hydroxide | borneol + sodium-acetate | reflux | ester-hydrolysis
camphor-route | 4 | oxidation | borneol + oxygen + copper | camphor + water + copper | dehydrogenation, 570 K | alcohol-oxidation
menthol-route | 1 | citronellal cyclisation | citronellal + zinc-chloride | isopulegol + zinc-chloride | ene reaction, 270 K, ZnBr2 | carbonyl-ene-cyclisation
menthol-route | 2 | hydrogenation | isopulegol + hydrogen + nickel | menthol + nickel | 350 K, Raney Ni | alkene-hydrogenation
indigo-natural | 1 | glycoside hydrolysis | indican + water | indoxyl + glucose | fermentation of the leaves | glycoside-hydrolysis
indigo-natural | 2 | air oxidation | indoxyl + oxygen | indigo + water | beating the vat in air | oxidative-dimerisation
indigo-natural | 3 | vat reduction for dyeing | indigo + sodium-dithionite + sodium-hydroxide | indigo-white + sodium-bisulfite | the soluble leuco form | reduction
indigo-natural | 4 | reoxidation on the fibre | indigo-white + oxygen | indigo + water | hanging the cloth in air | leuco-dye-oxidation
tyrian-purple-route | 1 | enzymatic and photochemical conversion | indican + oxygen | tyrian-purple + water | murex gland, sunlight | biological-transformation
tanning-route | 1 | tannin hydrolysis | tannic-acid-core + water | gallic-acid + glucose | acid or enzymatic | ester-hydrolysis
tanning-route | 2 | collagen crosslinking | gallic-acid + collagen-marker | tanned-leather-marker + water | pit tanning, months | crosslinking
iron-gall-ink | 1 | gallotannin hydrolysis | tannic-acid-core + water | gallic-acid + glucose | steeping the galls | ester-hydrolysis
iron-gall-ink | 2 | complexation and oxidation | gallic-acid + iron-ii-sulfate + oxygen | iron-gallate-marker + sulfuric-acid | air darkens it on the page | oxidative-complexation
photography-silver | 1 | emulsion precipitation | silver-nitrate + potassium-iodide | silver-iodide + potassium-nitrate | gelatin emulsion, dark | precipitation-metathesis
photography-silver | 2 | latent image formation | silver-iodide | silver + iodine | photons, silver speck nucleation | photoreduction
photography-silver | 3 | development | silver-iodide + hydroquinone | silver + benzoquinone + hydrogen-iodide | alkaline developer, 293 K | chemical-reduction
photography-silver | 4 | fixing | silver-iodide + sodium-thiosulfate | silver-thiosulfate-complex + sodium-iodide | hypo bath | complexation-dissolution
vitamin-c-reichstein | 1 | glucose hydrogenation | glucose + hydrogen + nickel | sorbitol + nickel | 420 K, 100 bar | carbonyl-hydrogenation
vitamin-c-reichstein | 2 | microbial oxidation | sorbitol + oxygen | sorbose + water | Acetobacter, 300 K | biological-oxidation
vitamin-c-reichstein | 3 | acetonide protection | sorbose + acetone + sulfuric-acid | diacetone-sorbose + water + sulfuric-acid | acid, ambient | acetal-formation
vitamin-c-reichstein | 4 | oxidation | diacetone-sorbose + potassium-permanganate | diacetone-ketogulonic-acid | alkaline, 310 K | permanganate-alcohol-oxidation
vitamin-c-reichstein | 5 | deprotection and lactonisation | diacetone-ketogulonic-acid + water + hydrogen-chloride | ascorbic-acid + acetone + water | acid, reflux | hydrolysis-lactonisation
strecker-amino-acid | 1 | imine formation | acetaldehyde + ammonia | ethanimine + water | aqueous, ambient | imine-formation
strecker-amino-acid | 2 | cyanide addition | ethanimine + hydrogen-cyanide | 2-aminopropanenitrile | ambient | nucleophilic-addition
strecker-amino-acid | 3 | nitrile hydrolysis | 2-aminopropanenitrile + water + hydrogen-chloride | alanine + ammonium-chloride | reflux, dilute acid | nitrile-hydrolysis
gabriel-synthesis | 1 | salt formation | phthalimide + potassium-hydroxide | potassium-phthalimide + water | ethanol, reflux | imide-deprotonation
gabriel-synthesis | 2 | alkylation | potassium-phthalimide + benzyl-chloride | n-benzylphthalimide + potassium-chloride | DMF, 370 K | nucleophilic-substitution
gabriel-synthesis | 3 | hydrazinolysis | n-benzylphthalimide + hydrazine | benzylamine + phthalhydrazide | ethanol, reflux | hydrazinolysis
malonic-ester-synthesis | 1 | deprotonation | diethyl-malonate + sodium-ethoxide | malonate-anion + ethanol | ethanol, ambient | carbanion-generation
malonic-ester-synthesis | 2 | alkylation | malonate-anion + 1-bromopropane | diethyl-propylmalonate + bromide-ion | reflux | nucleophilic-substitution
malonic-ester-synthesis | 3 | hydrolysis | diethyl-propylmalonate + water + sodium-hydroxide | propylmalonic-acid + ethanol | saponify then acidify | ester-hydrolysis
malonic-ester-synthesis | 4 | decarboxylation | propylmalonic-acid | valeric-acid + carbon-dioxide | 420 K | decarboxylation
acetoacetic-ester-synthesis | 1 | deprotonation | ethyl-acetoacetate + sodium-ethoxide | acetoacetate-anion + ethanol | ethanol | carbanion-generation
acetoacetic-ester-synthesis | 2 | alkylation | acetoacetate-anion + bromoethane | ethyl-2-ethylacetoacetate + bromide-ion | reflux | nucleophilic-substitution
acetoacetic-ester-synthesis | 3 | hydrolysis and decarboxylation | ethyl-2-ethylacetoacetate + water | 2-pentanone + carbon-dioxide + ethanol | dilute acid, reflux | ester-hydrolysis-decarboxylation
grignard-route | 1 | reagent formation | bromobenzene + magnesium | grignard-phenylmagnesium-bromide | dry diethyl ether, reflux | oxidative-insertion
grignard-route | 2 | carbonyl addition | grignard-phenylmagnesium-bromide + acetaldehyde | phenylethanolate-magnesium-bromide | 273 K, ether | nucleophilic-addition
grignard-route | 3 | aqueous workup | phenylethanolate-magnesium-bromide + water | 1-phenylethanol + magnesium-hydroxide | dilute acid quench | hydrolysis
wittig-route | 1 | phosphonium salt | triphenylphosphine + iodomethane | methyltriphenylphosphonium-iodide | toluene, reflux | nucleophilic-substitution
wittig-route | 2 | ylide generation | methyltriphenylphosphonium-iodide + n-butyllithium | ylide-methylenetriphenylphosphorane + butane | THF, 195 K | carbanion-generation
wittig-route | 3 | olefination | ylide-methylenetriphenylphosphorane + benzaldehyde | styrene + triphenylphosphine-oxide | THF, warming to ambient | wittig-olefination
diels-alder-route | 1 | cycloaddition | 1,3-butadiene + ethylene | cyclohexene | 470 K, 20 bar | diels-alder-cycloaddition
diels-alder-route | 2 | maleic anhydride adduct | cyclopentadiene + maleic-anhydride | norbornene-dicarboxylic-anhydride | 273 K, ethyl acetate | diels-alder-cycloaddition
diels-alder-route | 3 | hydrogenation of the adduct | norbornene-dicarboxylic-anhydride + hydrogen + palladium | norbornane + palladium | H2, Pd/C | alkene-hydrogenation
aldol-route | 1 | enolate formation | acetaldehyde + hydroxide | enolate-acetaldehyde + water | dilute base, 278 K | carbanion-generation
aldol-route | 2 | aldol addition | enolate-acetaldehyde + acetaldehyde | 3-hydroxybutanal | cold, dilute | aldol-addition
aldol-route | 3 | dehydration | 3-hydroxybutanal | crotonaldehyde + water | warming, acid or base | dehydration
claisen-route | 1 | ester enolate | ethyl-acetate + sodium-ethoxide | ethyl-acetate-enolate + ethanol | dry ethanol | carbanion-generation
claisen-route | 2 | acylation | ethyl-acetate-enolate + ethyl-acetate | ethyl-acetoacetate + ethoxide-ion | reflux | claisen-condensation
friedel-crafts-route | 1 | acylium generation | acetyl-chloride + aluminium-chloride | acylium-acetyl + aluminium-chloride | DCM, 273 K | lewis-acid-activation
friedel-crafts-route | 2 | aromatic acylation | benzene + acylium-acetyl | acetophenone + hydrogen-chloride | 273 to 298 K | friedel-crafts-acylation
cannizzaro-route | 1 | disproportionation | benzaldehyde + sodium-hydroxide | benzyl-alcohol + sodium-benzoate | 50% NaOH, 340 K | cannizzaro-disproportionation
perkin-route | 1 | condensation | benzaldehyde + acetic-anhydride + sodium-acetate | cinnamic-acid + acetic-acid | 450 K, 8 h | perkin-condensation
knoevenagel-route | 1 | condensation | benzaldehyde + malonic-acid + piperidine | cinnamic-acid + carbon-dioxide + water + piperidine | pyridine, reflux | knoevenagel-doebner-condensation
beckmann-route | 1 | oxime formation | cyclohexanone + hydroxylamine | cyclohexanone-oxime + water | pH 5 | oxime-formation
beckmann-route | 2 | rearrangement | cyclohexanone-oxime + sulfuric-acid | caprolactam + sulfuric-acid | oleum, 400 K | beckmann-rearrangement
hofmann-route | 1 | N-bromination | benzamide + sodium-hypochlorite + sodium-hydroxide | n-bromobenzamide + water + sodium-chloride | 273 K, aqueous | n-halogenation
hofmann-route | 2 | rearrangement to the isocyanate | n-bromobenzamide + sodium-hydroxide | phenyl-isocyanate + sodium-bromide + water | 340 K | hofmann-rearrangement
hofmann-route | 3 | hydrolysis | phenyl-isocyanate + water | aniline + carbon-dioxide | aqueous | isocyanate-hydrolysis
curtius-route | 1 | acyl azide formation | benzoyl-chloride + hydrazoic-acid | benzoyl-azide + hydrogen-chloride | 273 K | nucleophilic-acyl-substitution
curtius-route | 2 | thermal rearrangement | benzoyl-azide | phenyl-isocyanate + nitrogen | 350 K, toluene | curtius-rearrangement
curtius-route | 3 | hydrolysis | phenyl-isocyanate + water | aniline + carbon-dioxide | aqueous | isocyanate-hydrolysis
sandmeyer-route | 1 | diazotisation | aniline + sodium-nitrite + hydrogen-chloride | benzenediazonium-chloride + water + sodium-chloride | 273-278 K | diazotisation
sandmeyer-route | 2 | copper-catalysed substitution | benzenediazonium-chloride + copper-i-oxide | chlorobenzene + nitrogen + copper-i-oxide | CuCl, warming | sandmeyer-substitution
reimer-tiemann | 1 | carbene generation | chloroform + sodium-hydroxide | dichlorocarbene + sodium-chloride + water | aqueous NaOH, 340 K | alpha-elimination
reimer-tiemann | 2 | formylation | phenoxide-ion + dichlorocarbene + water | salicylaldehyde + chloride-ion | 340 K | electrophilic-formylation
williamson-ether | 1 | alkoxide formation | phenol + sodium-hydroxide | sodium-phenoxide + water | aqueous or alcoholic | proton-transfer
williamson-ether | 2 | alkylation | sodium-phenoxide + iodomethane | anisole + sodium-iodide | acetone, reflux | williamson-ether-synthesis
fischer-indole | 1 | hydrazone formation | phenylhydrazine + butanone | butanone-phenylhydrazone + water | ethanol, reflux | hydrazone-formation
fischer-indole | 2 | sigmatropic rearrangement and cyclisation | butanone-phenylhydrazone + zinc-chloride | 3-methylindole + ammonia + zinc-chloride | 450 K, ZnCl2 | fischer-indolisation
skraup-route | 1 | glycerol dehydration | glycerol + sulfuric-acid | acrolein + water + sulfuric-acid | 420 K, in situ | dehydration
skraup-route | 2 | Michael addition and cyclisation | aniline + acrolein + nitrobenzene + sulfuric-acid | quinoline + aniline + water + sulfuric-acid | violent reflux, nitrobenzene oxidant | skraup-cyclisation
hantzsch-pyridine | 1 | four-component condensation | ethyl-acetoacetate + acetaldehyde + ammonia | hantzsch-dihydropyridine + water | ethanol, reflux | multicomponent-condensation
hantzsch-pyridine | 2 | oxidation to the pyridine | hantzsch-dihydropyridine + nitric-acid | pyridine + water | oxidation | oxidative-aromatisation
mannich-route | 1 | iminium formation | dimethylamine + formaldehyde + hydrogen-chloride | dimethylmethyleneiminium + water | aqueous acid | iminium-formation
mannich-route | 2 | enol attack | dimethylmethyleneiminium + acetone | 4-dimethylamino-2-butanone + hydronium | ethanol, reflux | mannich-reaction
michael-robinson | 1 | Michael addition | acetone + methyl-vinyl-ketone + sodium-hydroxide | 2,6-heptanedione + sodium-hydroxide | base, 300 K | michael-addition
michael-robinson | 2 | intramolecular aldol | 2,6-heptanedione + sodium-hydroxide | isophorone + water + sodium-hydroxide | base, reflux | intramolecular-aldol
wohler-urea | 1 | double displacement | silver-nitrate + ammonium-chloride | silver-chloride + ammonium-cyanate | aqueous | precipitation-metathesis
wohler-urea | 2 | isomerisation to urea | ammonium-cyanate | urea | evaporation to dryness, 370 K | isomerisation
kolbe-electrolysis | 1 | anodic decarboxylation | sodium-acetate + water | ethane + carbon-dioxide + sodium-hydroxide + hydrogen | platinum anode, concentrated | electro-organic-coupling
haloform-iodoform | 1 | trihalogenation | acetone + iodine + sodium-hydroxide | triiodoacetone + sodium-iodide + water | aqueous, ambient | alpha-halogenation
haloform-iodoform | 2 | cleavage | triiodoacetone + sodium-hydroxide | iodoform + sodium-acetate | aqueous | haloform-cleavage
fehling-test | 1 | reduction of copper(II) | glucose + copper-ii-ion + sodium-hydroxide | gluconic-acid + copper-i-oxide + water | boiling, tartrate complexed | metal-ion-aldehyde-oxidation
tollens-test | 1 | silver mirror | benzaldehyde + silver-ion + ammonia + hydroxide | sodium-benzoate + silver + water + ammonia | warm, ammoniacal silver nitrate | metal-ion-aldehyde-oxidation
marsh-test | 1 | arsine generation | arsenic + zinc + sulfuric-acid | arsine + zinc-sulfate + hydrogen | nascent hydrogen | dissolving-metal-reduction
marsh-test | 2 | thermal decomposition to the mirror | arsine | arsenic + hydrogen | heated tube | hydride-thermal-deposition
kjeldahl | 1 | digestion | glycine + sulfuric-acid + potassium-sulfate | ammonium-sulfate + carbon-dioxide + sulfur-dioxide + water | 640 K, copper catalyst | oxidative-digestion
kjeldahl | 2 | distillation | ammonium-sulfate + sodium-hydroxide | ammonia + sodium-sulfate + water | steam distillation | proton-transfer
kjeldahl | 3 | titration | ammonia + boric-acid | ammonium-borate | back-titrated with standard acid | proton-transfer
